Entity,Code,Year,GDP.per.capita,Baseline Gini series (GCIP income and van Zanden et al. (2014)),Population,baseline_GCIP_income_vZ_source
Hungary,HUN,1850,1416.33001954489,0.3310527,5161000,van Zanden et al. (2014) - original
Hungary,HUN,1870,1741,0.4510877,5917000,van Zanden et al. (2014) - original
Hungary,HUN,1890,2348,0.310311,6622000,regional average
Hungary,HUN,1910,3188,0.329893933333333,7644000,regional average
Hungary,HUN,1929,3947,0.3,8583000,van Zanden et al. (2014) - original
Hungary,HUN,1950,3953,0.362617966666667,9338000,regional average
Hungary,HUN,1960,5816,0.25622175,9984000,GCIP (income) - original
Hungary,HUN,1970,8015,0.24035952,10337000,GCIP (income) - original
Hungary,HUN,1980,10052,0.21041358,10711000,GCIP (income) - original
Hungary,HUN,1990,10296,0.24718408,10372000,GCIP (income) - original
Hungary,HUN,2000,13129,0.24988939,10209000,GCIP (income) - original
Hungary,HUN,2005,18141,0.34252622,10085000,GCIP (income) - original
Hungary,HUN,2010,20036,0.29266203,9998000,GCIP (income) - original
Hungary,HUN,2017,24350,0.30791711,9786000,GCIP (income) - original
Iceland,ISL,1820,2273.88059763844,0.520763746153846,60132.5227674598,regional average
Iceland,ISL,1850,2798.8985164931,0.436166630769231,75386.1270023297,regional average
Iceland,ISL,1870,3385.22865650446,0.493368842857143,84809.0938599518,regional average
Iceland,ISL,1890,4248.51616368956,0.4050129,97986.0931415867,regional average
Iceland,ISL,1910,5458.03635386195,0.442836215384615,115818.260891632,regional average
Iceland,ISL,1929,7270.59962801973,0.459344178571429,125229.77687204,regional average
Iceland,ISL,1950,8498,0.387377113333333,143000,regional average
Iceland,ISL,1960,10959,0.26912248,176000,GCIP (income) - original
Iceland,ISL,1970,14830,0.26912248,204000,GCIP (income) - original
Iceland,ISL,1980,24528,0.26912248,228000,GCIP (income) - original
Iceland,ISL,1990,28760,0.26912248,255000,GCIP (income) - original
Iceland,ISL,2000,33108,0.26912248,281000,GCIP (income) - original
Iceland,ISL,2005,37884,0.29239996,297000,GCIP (income) - original
Iceland,ISL,2010,36273,0.26412369,318000,GCIP (income) - original
Iceland,ISL,2017,42978,0.25491327,343000,GCIP (income) - original
India,IND,1820,935.338517361967,0.328,209000000,van Zanden et al. (2014) - original
India,IND,1850,947,0.3872911,235800000,van Zanden et al. (2014) - original
India,IND,1870,850,0.3984651,253000000,van Zanden et al. (2014) - original
India,IND,1890,931,0.320104,279626000,van Zanden et al. (2014) - original
India,IND,1910,1111,0.310778,302100000,van Zanden et al. (2014) - original
India,IND,1929,1160,0.3132436,333100000,van Zanden et al. (2014) - original
India,IND,1950,987,0.3524668,359000000,van Zanden et al. (2014) - original
India,IND,1960,1200,0.42480131,434000000,GCIP (income) - original
India,IND,1970,1384,0.41743423,541000000,GCIP (income) - original
India,IND,1980,1495,0.42201057,679000000,GCIP (income) - original
India,IND,1990,2087,0.44326416,839000000,GCIP (income) - original
India,IND,2000,2753,0.44385088,1007310000,GCIP (income) - original
India,IND,2005,3397,0.44494415,1092068000,GCIP (income) - original
India,IND,2010,4526,0.44753582,1174285000,GCIP (income) - original
India,IND,2017,6449,0.44771228,1283222000,GCIP (income) - original
Indonesia,IDN,1820,827,0.5169444,17927000,van Zanden et al. (2014) - original
Indonesia,IDN,1850,724,0.419696,22977000,van Zanden et al. (2014) - original
Indonesia,IDN,1870,810,0.39,32743000,van Zanden et al. (2014) - original
Indonesia,IDN,1890,1030,0.39,40532000,van Zanden et al. (2014) - original
Indonesia,IDN,1910,1264,0.422,50034000,van Zanden et al. (2014) - original
Indonesia,IDN,1929,1702,0.5,61019000,van Zanden et al. (2014) - original
Indonesia,IDN,1950,1280,0.54,82612000,van Zanden et al. (2014) - original
Indonesia,IDN,1960,1613,0.41360436,95961000,GCIP (income) - original
Indonesia,IDN,1970,1882,0.41360436,117338000,GCIP (income) - original
Indonesia,IDN,1980,2981,0.49002536,147490000,GCIP (income) - original
Indonesia,IDN,1990,4007,0.37684838,179323000,GCIP (income) - original
Indonesia,IDN,2000,5384,0.48286692,211408000,GCIP (income) - original
Indonesia,IDN,2005,6482,0.49985779,226372000,GCIP (income) - original
Indonesia,IDN,2010,8386,0.51091504,240372000,GCIP (income) - original
Indonesia,IDN,2017,11365,0.52035101,257315000,GCIP (income) - original
Iran,IRN,1820,877,0.5771468,6560000,regional average
Iran,IRN,1850,923.580112611818,0.6309967,7617176.30799717,regional average
Iran,IRN,1870,956,0.4936192,8415000,van Zanden et al. (2014) - original
Iran,IRN,1890,1093.00399480643,0.3842387,9529165.51104011,van Zanden et al. (2014) - original
Iran,IRN,1910,1249.64197977282,0.3747361,10790849.1190489,van Zanden et al. (2014) - original
Iran,IRN,1929,1775.49205025124,0.4184959,13054824.8606014,van Zanden et al. (2014) - original
Iran,IRN,1950,2742,0.4650178,16357000,van Zanden et al. (2014) - original
Iran,IRN,1960,3437,0.60775929,21548000,GCIP (income) - original
Iran,IRN,1970,6677,0.60775929,28854000,GCIP (income) - original
Iran,IRN,1980,6334,0.60775929,39422000,GCIP (income) - original
Iran,IRN,1990,5620,0.59570907,56669000,GCIP (income) - original
Iran,IRN,2000,9105,0.58819931,65976000,GCIP (income) - original
Iran,IRN,2005,13110,0.57373943,70137000,GCIP (income) - original
Iran,IRN,2010,17751,0.58043706,74158000,GCIP (income) - original
Iran,IRN,2017,17687,0.57096572,81107000,GCIP (income) - original
Iraq,IRQ,1820,877,0.5771468,1093000,regional average
Iraq,IRQ,1850,923.580112611818,0.6309967,1363459.73452735,regional average
Iraq,IRQ,1870,956,0.5054431,1580000,van Zanden et al. (2014) - original
Iraq,IRQ,1890,1093.00399480643,0.3766752,1996534.28295055,van Zanden et al. (2014) - original
Iraq,IRQ,1910,1249.64197977282,0.4410898,2522879.20442839,van Zanden et al. (2014) - original
Iraq,IRQ,1929,1605.92819151145,0.43255035,3507815.96327738,regional average
Iraq,IRQ,1950,2174,0.413117133333333,5163000,regional average
Iraq,IRQ,1960,4360,0.6451022,6822000,van Zanden et al. (2014) - original
Iraq,IRQ,1970,5536,0.536578971,9414000,regional average
Iraq,IRQ,1980,10165,0.521253823,13233000,regional average
Iraq,IRQ,1990,3918,0.51632674,18135000,regional average
Iraq,IRQ,2000,3649,0.514761829,24463000,regional average
Iraq,IRQ,2005,6441,0.516138441,28028000,regional average
Iraq,IRQ,2010,10274,0.514539179,30964000,regional average
Iraq,IRQ,2017,13211,0.512141274,39095000,regional average
Ireland,IRL,1820,1398,0.4458137,7101000,van Zanden et al. (2014) - original
Ireland,IRL,1850,2133.94212678318,0.2963404,6878000,van Zanden et al. (2014) - original
Ireland,IRL,1870,2829,0.38539,5419000,van Zanden et al. (2014) - original
Ireland,IRL,1890,3459.81607535739,0.3303146,4718000,van Zanden et al. (2014) - original
Ireland,IRL,1910,4231.29278024087,0.3723075,4385000,van Zanden et al. (2014) - original
Ireland,IRL,1929,4501,0.4160673,2937000,van Zanden et al. (2014) - original
Ireland,IRL,1950,5504,0.4280956,2963000,van Zanden et al. (2014) - original
Ireland,IRL,1960,6825,0.31162094,2832000,GCIP (income) - original
Ireland,IRL,1970,9881,0.31162094,2950000,GCIP (income) - original
Ireland,IRL,1980,13614,0.33771704,3401000,GCIP (income) - original
Ireland,IRL,1990,18838,0.35909789,3508000,GCIP (income) - original
Ireland,IRL,2000,38807,0.3045969,3799000,GCIP (income) - original
Ireland,IRL,2005,49223,0.33723664,4153000,GCIP (income) - original
Ireland,IRL,2010,48624,0.32315301,4553000,GCIP (income) - original
Ireland,IRL,2017,60544,0.33089891,4799000,GCIP (income) - original
Israel,ISR,1820,3611.95580819589,0.5771468,457410.155835958,regional average
Israel,ISR,1850,4180.48067925025,0.6309967,535044.965346051,regional average
Israel,ISR,1870,4240.62866508338,0.50372255,593991.095239358,regional average
Israel,ISR,1890,4301.64204905547,0.359815542857143,687833.17833584,regional average
Israel,ISR,1910,4363.53328235552,0.4170863,796500.966111176,regional average
Israel,ISR,1929,4423.1545637343,0.4486531,992142.757548642,van Zanden et al. (2014) - original
Israel,ISR,1950,4490,0.413117133333333,1286000,regional average
Israel,ISR,1960,7433,0.36888303,2141000,GCIP (income) - original
Israel,ISR,1970,12913,0.37105888,2903000,GCIP (income) - original
Israel,ISR,1980,17508,0.36017482,3737000,GCIP (income) - original
Israel,ISR,1990,20829,0.35566731,4478000,GCIP (income) - original
Israel,ISR,2000,26059,0.38720962,6123000,GCIP (income) - original
Israel,ISR,2005,25686,0.41706751,6754000,GCIP (income) - original
Israel,ISR,2010,28576,0.42332176,7399000,GCIP (income) - original
Israel,ISR,2017,32339,0.41457356,8335000,GCIP (income) - original
Italy,ITA,1820,2665,0.5386328,20176000,van Zanden et al. (2014) - original
Italy,ITA,1850,2611,0.5053597,24460000,van Zanden et al. (2014) - original
Italy,ITA,1870,2826,0.5108167,27888000,van Zanden et al. (2014) - original
Italy,ITA,1890,2974,0.459799,31702000,van Zanden et al. (2014) - original
Italy,ITA,1910,3829,0.4918693,36572000,van Zanden et al. (2014) - original
Italy,ITA,1929,4889,0.5133563,40469000,van Zanden et al. (2014) - original
Italy,ITA,1950,5582,0.4289046,47105000,van Zanden et al. (2014) - original
Italy,ITA,1960,9430,0.3198321,50198000,GCIP (income) - original
Italy,ITA,1970,15492,0.3198321,53661000,GCIP (income) - original
Italy,ITA,1980,20959,0.3198321,56451000,GCIP (income) - original
Italy,ITA,1990,26003,0.31861713,56743000,GCIP (income) - original
Italy,ITA,2000,32717,0.35822852,56966000,GCIP (income) - original
Italy,ITA,2005,34872,0.33913344,57994000,GCIP (income) - original
Italy,ITA,2010,34766,0.34339097,59302000,GCIP (income) - original
Italy,ITA,2017,34027,0.34929541,60562000,GCIP (income) - original
Jamaica,JAM,1820,1117,0.47762336,401000,regional average
Jamaica,JAM,1850,867,0.42178576,399000,regional average
Jamaica,JAM,1870,845,0.5176308,499000,regional average
Jamaica,JAM,1890,881,0.3910361,637169.794390994,van Zanden et al. (2014) - original
Jamaica,JAM,1910,962.706802771255,0.3841033,808000,van Zanden et al. (2014) - original
Jamaica,JAM,1929,1116,0.4250411,985000,van Zanden et al. (2014) - original
Jamaica,JAM,1950,2115,0.427435761538462,1385000,regional average
Jamaica,JAM,1960,4230,0.56078662,1632000,GCIP (income) - original
Jamaica,JAM,1970,6135,0.56078662,1944000,GCIP (income) - original
Jamaica,JAM,1980,4975,0.56078662,2229000,GCIP (income) - original
Jamaica,JAM,1990,6035,0.49031247,2348000,GCIP (income) - original
Jamaica,JAM,2000,6531,0.50196356,2670000,GCIP (income) - original
Jamaica,JAM,2005,7074,0.5088298,2711000,GCIP (income) - original
Jamaica,JAM,2010,7026,0.5088298,2697000,GCIP (income) - original
Jamaica,JAM,2017,7135,0.5088298,2673000,GCIP (income) - original
Japan,JPN,1820,1317,0.5315753,31000000,van Zanden et al. (2014) - original
Japan,JPN,1850,1436,0.4576564,32000000,van Zanden et al. (2014) - original
Japan,JPN,1870,1580,0.4596279,34437000,van Zanden et al. (2014) - original
Japan,JPN,1890,1854,0.4735887,40077000,van Zanden et al. (2014) - original
Japan,JPN,1910,2317,0.5230033,49518000,van Zanden et al. (2014) - original
Japan,JPN,1929,3665,0.5179653,63244000,van Zanden et al. (2014) - original
Japan,JPN,1950,3062,0.358995,83805000,van Zanden et al. (2014) - original
Japan,JPN,1960,6354,0.30886371,94092000,GCIP (income) - original
Japan,JPN,1970,15484,0.30886371,104345000,GCIP (income) - original
Japan,JPN,1980,21404,0.28562455,116807000,GCIP (income) - original
Japan,JPN,1990,29949,0.2565908,123537000,GCIP (income) - original
Japan,JPN,2000,33211,0.28827698,126933000,GCIP (income) - original
Japan,JPN,2005,34858,0.31331176,127855000,GCIP (income) - original
Japan,JPN,2010,35011,0.31422385,127529000,GCIP (income) - original
Japan,JPN,2017,38415,0.31422385,126097000,GCIP (income) - original
Jordan,JOR,1820,877,0.5771468,217000,regional average
Jordan,JOR,1850,1013.44072903186,0.6309967,245195.714584644,regional average
Jordan,JOR,1870,1116,0.50372255,266000,regional average
Jordan,JOR,1890,1317.27185990862,0.359815542857143,301411.344006647,regional average
Jordan,JOR,1910,1554.8433269777,0.4170863,341536.835698847,regional average
Jordan,JOR,1929,1986.19507216958,0.43255035,427817.598986103,regional average
Jordan,JOR,1950,2651,0.413117133333333,561000,regional average
Jordan,JOR,1960,3714,0.39805373,849000,GCIP (income) - original
Jordan,JOR,1970,3818,0.39805373,1503000,GCIP (income) - original
Jordan,JOR,1980,7141,0.53268802,2163000,GCIP (income) - original
Jordan,JOR,1990,6044,0.51815154,3262000,GCIP (income) - original
Jordan,JOR,2000,7622,0.50409812,4686000,GCIP (income) - original
Jordan,JOR,2005,9861,0.50837283,5274000,GCIP (income) - original
Jordan,JOR,2010,11601,0.50837283,6643000,GCIP (income) - original
Jordan,JOR,2017,11494,0.50837283,8952000,GCIP (income) - original
Kazakhstan,KAZ,1820,812.63616288319,0.4556807,2041210.13415307,regional average
Kazakhstan,KAZ,1850,970.753192648604,0.29696375,2748822.19289306,regional average
Kazakhstan,KAZ,1870,1193.2821341627,0.55086742,3304997.44390798,regional average
Kazakhstan,KAZ,1890,1602.79355783309,0.4331751,4124686.90378736,van Zanden et al. (2014) - original
Kazakhstan,KAZ,1910,2495.94446071255,0.3291505,5524781.14394988,van Zanden et al. (2014) - original
Kazakhstan,KAZ,1929,2565.63113714007,0.3205853,6411446.0631171,van Zanden et al. (2014) - original
Kazakhstan,KAZ,1950,5260.18262567106,0.447,6693000,van Zanden et al. (2014) - original
Kazakhstan,KAZ,1960,7303.16368960469,0.24600342,9982000,GCIP (income) - original
Kazakhstan,KAZ,1970,10320.5967789165,0.24600342,13106000,GCIP (income) - original
Kazakhstan,KAZ,1980,11899,0.24600342,14967000,GCIP (income) - original
Kazakhstan,KAZ,1990,11888,0.28478103,16398000,GCIP (income) - original
Kazakhstan,KAZ,2000,9309,0.48245966,15335000,GCIP (income) - original
Kazakhstan,KAZ,2005,15234,0.45676948,15760000,GCIP (income) - original
Kazakhstan,KAZ,2010,19965,0.45345891,16701000,GCIP (income) - original
Kazakhstan,KAZ,2017,24557,0.44592981,18140000,GCIP (income) - original
Kenya,KEN,1820,537.947179957705,0.5190016,1613092.42715395,regional average
Kenya,KEN,1850,471.835826191858,0.46770565,2077375.47664547,regional average
Kenya,KEN,1870,582.3232941293,0.4631273,2458963.97350255,van Zanden et al. (2014) - original
Kenya,KEN,1890,612.13992874891,0.3325916,2991380.72711795,van Zanden et al. (2014) - original
Kenya,KEN,1910,644.824968119057,0.4893635,3639076.76200178,van Zanden et al. (2014) - original
Kenya,KEN,1929,839.775094145674,0.5512435,4633166.56869951,van Zanden et al. (2014) - original
Kenya,KEN,1950,1038,0.5580448,6121000,van Zanden et al. (2014) - original
Kenya,KEN,1960,1157,0.59015339,8157000,GCIP (income) - original
Kenya,KEN,1970,1458,0.58605466,11247000,GCIP (income) - original
Kenya,KEN,1980,1675,0.57301268,16331000,GCIP (income) - original
Kenya,KEN,1990,1780,0.62544903,23354000,GCIP (income) - original
Kenya,KEN,2000,1915,0.60035151,31025000,GCIP (income) - original
Kenya,KEN,2005,2158,0.60505606,35961000,GCIP (income) - original
Kenya,KEN,2010,2580,0.60505606,41903000,GCIP (income) - original
Kenya,KEN,2017,3250,0.60505606,50215000,GCIP (income) - original
Kuwait,KWT,1820,17922.4645779271,0.5771468,51574.2399659518,regional average
Kuwait,KWT,1850,20743.475521644,0.6309967,60327.7760304646,regional average
Kuwait,KWT,1870,22694.8204068579,0.50372255,66974.1126047488,regional average
Kuwait,KWT,1890,26238.1142204275,0.359815542857143,77555.0628761251,regional average
Kuwait,KWT,1910,30518.3329790864,0.4170863,89807.6516999382,regional average
Kuwait,KWT,1929,36692.9833810444,0.43255035,111866.79614662,regional average
Kuwait,KWT,1950,46031,0.413117133333333,145000,regional average
Kuwait,KWT,1960,45929,0.551407375,292000,regional average
Kuwait,KWT,1970,48927,0.536578971,748000,regional average
Kuwait,KWT,1980,21154,0.521253823,1370000,regional average
Kuwait,KWT,1990,9757,0.51632674,2142000,regional average
Kuwait,KWT,2000,35845,0.514761829,2091000,regional average
Kuwait,KWT,2005,62960,0.516138441,2321000,regional average
Kuwait,KWT,2010,68865,0.514539179,3059000,regional average
Kuwait,KWT,2017,66010,0.512141274,4146000,regional average
Kyrgyzstan,KGZ,1820,399.386190481628,0.4556807,530354.762183204,regional average
Kyrgyzstan,KGZ,1850,477.095946769395,0.29696375,714209.142901693,regional average
Kyrgyzstan,KGZ,1870,586.46221704206,0.4595004,858716.652466155,van Zanden et al. (2014) - original
Kyrgyzstan,KGZ,1890,787.724743777454,0.3768756,1071691.3978315,van Zanden et al. (2014) - original
Kyrgyzstan,KGZ,1910,1226.68150317228,0.4235077,1435469.05861779,van Zanden et al. (2014) - original
Kyrgyzstan,KGZ,1929,1260.93040507565,0.413322,1665845.61538333,van Zanden et al. (2014) - original
Kyrgyzstan,KGZ,1950,2585.22127867252,0.3757013,1739000,van Zanden et al. (2014) - original
Kyrgyzstan,KGZ,1960,3589.28491947291,0.24600343,2171000,GCIP (income) - original
Kyrgyzstan,KGZ,1970,5072.26237188873,0.24600343,2964000,GCIP (income) - original
Kyrgyzstan,KGZ,1980,5848,0.24600343,3623000,GCIP (income) - original
Kyrgyzstan,KGZ,1990,5742,0.37384387,4382000,GCIP (income) - original
Kyrgyzstan,KGZ,2000,3246,0.37545723,4826000,GCIP (income) - original
Kyrgyzstan,KGZ,2005,3554,0.46667293,5048000,GCIP (income) - original
Kyrgyzstan,KGZ,2010,3978,0.44455111,5289000,GCIP (income) - original
Kyrgyzstan,KGZ,2017,5056,0.43394638,5659000,GCIP (income) - original
Laos,LAO,1820,400.939902146419,0.4928329,470000,regional average
Laos,LAO,1850,404.487526280658,0.358337885714286,624607.671747881,regional average
Laos,LAO,1870,419.048321763452,0.431349457142857,755000,regional average
